GENE ID	LOCUS TAG	PRODUCT NAME	SCAFFOLD ID	GENE SEQ LENGTH	READS COUNT	COVERAGE	 MEDIAN	READS COUNT ANTISENSE	COVERAGE ANTISENSE	MEDIAN ANTISENSE
3300055431 assembled Ga0505481_09408_177_533	null	small subunit ribosomal protein S13	Ga0505481_09408	357	108	1.65470923747357e-08	29	0	0	0
3300055431 assembled Ga0505481_06301_2_1078	null	hypothetical protein	Ga0505481_06301	1077	188	9.54790958959007e-09	23	0	0	0
3300055431 assembled Ga0505481_16766_191_469	null	hypothetical protein	Ga0505481_16766	279	41	8.03795934850013e-09	14	0	0	0
3300055431 assembled Ga0505481_03937_442_1302	null	hypothetical protein	Ga0505481_03937	861	607	3.85613022165531e-08	90	0	0	0
3300055431 assembled Ga0505481_24341_41_445	null	hypothetical protein	Ga0505481_24341	405	29	3.9165991622231e-09	9	0	0	0
3300055431 assembled Ga0505481_25023_24_512	null	alpha-beta hydrolase superfamily lysophospholipase	Ga0505481_25023	489	45	5.03349691358268e-09	11	0	0	0
3300055431 assembled Ga0505481_21425_1_558	null	N-acetylneuraminic acid mutarotase	Ga0505481_21425	558	92	9.01819829343917e-09	26	0	0	0
3300055431 assembled Ga0505481_03285_47_1249	null	SNW domain-containing protein 1	Ga0505481_03285	1203	512	2.32793304749214e-08	35	0	0	0
3300055431 assembled Ga0505481_10700_216_485	null	glycerol uptake facilitator-like aquaporin	Ga0505481_10700	270	24	4.86198516689764e-09	7	0	0	0
3300055431 assembled Ga0505481_26030_3_500	null	cathepsin F	Ga0505481_26030	498	87	9.55555819699009e-09	27	0	0	0
3300055431 assembled Ga0505481_19733_163_582	null	small subunit ribosomal protein S15e	Ga0505481_19733	420	486	6.32926283333639e-08	152	0	0	0
3300055431 assembled Ga0505481_18466_59_580	null	hypothetical protein	Ga0505481_18466	522	90	9.43057467717214e-09	18	0	0	0
3300055431 assembled Ga0505481_23278_245_493	null	hypothetical protein	Ga0505481_23278	249	56	1.23014082535964e-08	24	0	0	0
3300055431 assembled Ga0505481_10703_2_658	null	E3 ubiquitin-protein ligase makorin	Ga0505481_10703	657	261	2.17290775438405e-08	47	0	0	0
3300055431 assembled Ga0505481_14602_280_423	null	hypothetical protein	Ga0505481_14602	144	85	3.22866202489296e-08	42	0	0	0
3300055431 assembled Ga0505481_04527_91_1206	null	hypothetical protein	Ga0505481_04527	1116	460	2.25454957335979e-08	63	0	0	0
3300055431 assembled Ga0505481_10663_90_776	null	hemoglobin	Ga0505481_10663	687	99	7.88214844196833e-09	18	0	0	0
3300055431 assembled Ga0505481_20249_22_519	null	amidophosphoribosyltransferase	Ga0505481_20249	498	163	1.79029423690734e-08	53	0	0	0
3300055431 assembled Ga0505481_23438_24_530	null	60S ribosomal protein uL30	Ga0505481_23438	507	51	5.50209859863416e-09	12	0	0	0
3300055431 assembled Ga0505481_15594_139_663	null	hypothetical protein	Ga0505481_15594	525	529	5.51140747133325e-08	112	0	0	0
3300055431 assembled Ga0505481_12915_3_737	null	tubulin alpha	Ga0505481_12915	735	149	1.1088302906139e-08	31	0	0	0
3300055431 assembled Ga0505481_23744_2_526	null	hypothetical protein	Ga0505481_23744	525	37	3.85485966804027e-09	8	0	0	0
3300055431 assembled Ga0505481_12254_32_646	null	hypothetical protein	Ga0505481_12254	615	280	2.49028508548416e-08	58	0	0	0
3300055431 assembled Ga0505481_09019_114_725	null	hypothetical protein	Ga0505481_09019	612	13751	1.22899187555164e-06	3260	0	0	0
3300055431 assembled Ga0505481_03515_24_281	null	hypothetical protein	Ga0505481_03515	258	33	6.99617051632073e-09	18	0	0	0
3300055431 assembled Ga0505481_06748_932_1033	null	uncharacterized protein YdgA (DUF945 family)	Ga0505481_06748	102	22	1.17974640079134e-08	12	0	0	0
3300055431 assembled Ga0505481_15224_3_671	null	large subunit ribosomal protein L5e	Ga0505481_15224	669	71	5.80494865778698e-09	12	0	0	0
3300055431 assembled Ga0505481_11416_2_688	null	small subunit ribosomal protein S3e	Ga0505481_11416	687	129	1.02706782728678e-08	26	0	0	0
3300055431 assembled Ga0505481_07287_72_698	null	hypothetical protein	Ga0505481_07287	627	146	1.2736540090318e-08	23	0	0	0
3300055431 assembled Ga0505481_23355_347_529	null	hypothetical protein	Ga0505481_23355	183	47	1.40479489453395e-08	17	24	7.1734207380457e-09	24
3300055431 assembled Ga0505481_04502_758_973	null	hypothetical protein	Ga0505481_04502	216	212	5.36844195511614e-08	96	0	0	0
3300055431 assembled Ga0505481_07433_30_959	null	cathepsin B	Ga0505481_07433	930	208	1.22333820328392e-08	33	0	0	0
3300055431 assembled Ga0505481_25747_1_504	null	MFS family permease	Ga0505481_25747	504	38	4.12400527549353e-09	10	0	0	0
3300055431 assembled Ga0505481_13142_475_729	null	hypothetical protein	Ga0505481_13142	255	166	3.56068913693386e-08	78	2	4.2899869119685e-10	0
3300055431 assembled Ga0505481_07922_91_963	null	DNA replication licensing factor MCM4	Ga0505481_07922	873	8	5.01235584216251e-10	0	178	1.11524917488116e-08	25
3300055431 assembled Ga0505481_09835_259_855	null	heat shock protein beta	Ga0505481_09835	597	38	3.48157229287896e-09	8	0	0	0
3300055431 assembled Ga0505481_03203_709_1107	null	hypothetical protein	Ga0505481_03203	399	353	4.83913749224116e-08	105	0	0	0
3300055431 assembled Ga0505481_07052_214_420	null	hypothetical protein	Ga0505481_07052	207	99	2.61595941045036e-08	32	0	0	0
3300055431 assembled Ga0505481_16510_2_526	null	ATP-dependent Clp protease ATP-binding subunit ClpC	Ga0505481_16510	525	89	9.27250028258335e-09	22	0	0	0
3300055431 assembled Ga0505481_17612_144_455	null	hypothetical protein	Ga0505481_17612	312	10	1.75311965152559e-09	4	88	1.54274529334252e-08	24
3300055431 assembled Ga0505481_00374_3_173	null	ankyrin repeat protein	Ga0505481_00374	171	42	1.34344326980066e-08	29	0	0	0
3300055431 assembled Ga0505481_00792_334_2403	null	coatomer subunit beta	Ga0505481_00792	2070	1754	4.63474020801003e-08	59	0	0	0
3300055431 assembled Ga0505481_00235_146_3115	null	hypothetical protein	Ga0505481_00235	2970	5858	1.07884504195782e-07	185	14	2.5783254672942e-10	0
3300055431 assembled Ga0505481_02906_53_1426	null	hypothetical protein	Ga0505481_02906	1374	894	3.55890944804025e-08	68	0	0	0
3300055431 assembled Ga0505481_16142_529_651	null	hypothetical protein	Ga0505481_16142	123	10	4.44693765265028e-09	10	12	5.33632518318034e-09	0
3300055431 assembled Ga0505481_22416_76_300	null	hypothetical protein	Ga0505481_22416	225	29	7.04987849200157e-09	25	0	0	0
3300055431 assembled Ga0505481_05627_714_1133	null	hypothetical protein	Ga0505481_05627	420	215	2.79998252915087e-08	44.5	0	0	0
3300055431 assembled Ga0505481_25752_46_504	null	hypothetical protein	Ga0505481_25752	459	85	1.01291357643701e-08	19	0	0	0
3300055431 assembled Ga0505481_07770_2_715	null	hypothetical protein	Ga0505481_07770	714	91	6.97122873194882e-09	18	0	0	0
3300055431 assembled Ga0505481_17366_3_545	null	cytochrome b involved in lipid metabolism	Ga0505481_17366	543	90	9.06585631949145e-09	21	0	0	0
3300055431 assembled Ga0505481_01975_64_1650	null	ATP-dependent RNA helicase DDX5/DBP2	Ga0505481_01975	1587	2669	9.19894027205798e-08	202	0	0	0
3300055431 assembled Ga0505481_19781_1_582	null	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	Ga0505481_19781	582	102	9.58613054813581e-09	16	0	0	0
3300055431 assembled Ga0505481_00009_150_2006	null	hypothetical protein	Ga0505481_00009	1857	1967	5.79373474754906e-08	142	2	5.89093517798583e-11	0
3300055431 assembled Ga0505481_09541_163_534	null	large subunit ribosomal protein L24	Ga0505481_09541	372	60	8.82215050445136e-09	9	0	0	0
3300055431 assembled Ga0505481_10829_10_765	null	prenylcysteine oxidase/farnesylcysteine lyase	Ga0505481_10829	756	222	1.60619152835011e-08	42	0	0	0
3300055431 assembled Ga0505481_06540_45_1019	null	hypothetical protein	Ga0505481_06540	975	402	2.25521311972252e-08	51	78	4.37578665020787e-09	0
3300055431 assembled Ga0505481_15168_66_674	null	hypothetical protein	Ga0505481_15168	609	76	6.82593976633412e-09	16	0	0	0
3300055431 assembled Ga0505481_24068_127_522	null	hypothetical protein	Ga0505481_24068	396	59	8.14935013769775e-09	22	22	3.03874072931102e-09	6
3300055431 assembled Ga0505481_09149_3_890	null	hypothetical protein	Ga0505481_09149	888	152	9.36260657139072e-09	20	0	0	0
3300055431 assembled Ga0505481_15831_52_357	null	hypothetical protein	Ga0505481_15831	306	79	1.4121206918563e-08	32	0	0	0
3300055431 assembled Ga0505481_12591_52_360	null	protein transport protein SEC61 subunit alpha	Ga0505481_12591	309	50	8.85070115333308e-09	18	0	0	0
3300055431 assembled Ga0505481_19768_3_581	null	14-3-3 protein epsilon	Ga0505481_19768	579	66	6.23492916480397e-09	14	0	0	0
3300055431 assembled Ga0505481_07808_1_141	null	hypothetical protein	Ga0505481_07808	141	21	8.14641131687636e-09	21	0	0	0
3300055431 assembled Ga0505481_23015_18_536	null	elongation factor 1-alpha	Ga0505481_23015	519	158	1.66515965976119e-08	39	0	0	0
3300055431 assembled Ga0505481_08475_22_927	null	hypothetical protein	Ga0505481_08475	906	224	1.35234024509736e-08	33	0	0	0
3300055431 assembled Ga0505481_11238_66_722	null	hypothetical protein	Ga0505481_11238	657	106	8.82483609060188e-09	19	10	8.32531706660554e-10	0
3300055431 assembled Ga0505481_10916_666_809	null	hypothetical protein	Ga0505481_10916	144	26	9.87590737026083e-09	19	0	0	0
3300055431 assembled Ga0505481_11702_270_779	null	hypothetical protein	Ga0505481_11702	510	63	6.75672938635039e-09	15	0	0	0
3300055431 assembled Ga0505481_04756_517_1035	null	hypothetical protein	Ga0505481_04756	519	1077	1.13504870478658e-07	168	0	0	0
3300055431 assembled Ga0505481_00858_1021_2268	null	hypothetical protein	Ga0505481_00858	1248	1655	7.25353255818713e-08	177	0	0	0
3300055431 assembled Ga0505481_16404_46_645	null	hypothetical protein	Ga0505481_16404	600	6320	5.7614524227737e-07	1294	0	0	0
3300055431 assembled Ga0505481_19919_2_520	null	hypothetical protein	Ga0505481_19919	519	23	2.42396659332324e-09	8	14	1.47545792637067e-09	1
3300055431 assembled Ga0505481_05709_645_1121	null	hypothetical protein	Ga0505481_05709	477	71	8.14153176532388e-09	16	0	0	0
3300055431 assembled Ga0505481_12777_51_740	null	voltage-dependent anion channel protein 2	Ga0505481_12777	690	158	1.25248965712472e-08	30	0	0	0
3300055431 assembled Ga0505481_04698_94_1227	null	photosystem II stability/assembly factor-like uncharacterized protein	Ga0505481_04698	1134	234	1.12867512802981e-08	26	0	0	0
3300055431 assembled Ga0505481_15696_98_502	null	hypothetical protein	Ga0505481_15696	405	834	1.12635989699795e-07	76	36	4.86198516689764e-09	0
3300055431 assembled Ga0505481_16482_1_168	null	hypothetical protein	Ga0505481_16482	168	12	3.90695236625703e-09	7	0	0	0
3300055431 assembled Ga0505481_19284_82_540	null	hypothetical protein	Ga0505481_19284	459	47	5.6008162461811e-09	8	0	0	0
3300055431 assembled Ga0505481_21603_3_554	null	Leucine-rich repeat (LRR) protein	Ga0505481_21603	552	310	3.07177051984701e-08	84	0	0	0
3300055431 assembled Ga0505481_06220_141_584	null	hypothetical protein	Ga0505481_06220	444	658	8.1060462157567e-08	138	0	0	0
3300055431 assembled Ga0505481_21650_92_529	null	ferredoxin	Ga0505481_21650	438	101	1.26128553559074e-08	22	0	0	0
3300055431 assembled Ga0505481_11490_144_563	null	uncharacterized membrane protein HdeD (DUF308 family)	Ga0505481_11490	420	491	6.39437870610734e-08	144.5	0	0	0
3300055431 assembled Ga0505481_00950_134_715	null	hypothetical protein	Ga0505481_00950	582	202	1.89842977521905e-08	40	0	0	0
3300055431 assembled Ga0505481_10321_404_835	null	hypothetical protein	Ga0505481_10321	432	28	3.54519751752953e-09	8	0	0	0
3300055431 assembled Ga0505481_03554_319_1389	null	hypothetical protein	Ga0505481_03554	1071	490	2.50249236531496e-08	42	0	0	0
3300055431 assembled Ga0505481_18279_105_608	null	beta-mannosidase	Ga0505481_18279	504	61	6.6201137317133e-09	14	0	0	0
3300055431 assembled Ga0505481_06599_567_869	null	hypothetical protein	Ga0505481_06599	303	727	1.31237495655987e-07	221	0	0	0
3300055431 assembled Ga0505481_13858_26_253	null	aspartokinase/homoserine dehydrogenase 1	Ga0505481_13858	228	36	8.63642102014712e-09	14	0	0	0
3300055431 assembled Ga0505481_00681_947_2296	null	hypothetical protein	Ga0505481_00681	1350	764	3.0954638895915e-08	62.5	0	0	0
3300055431 assembled Ga0505481_10802_2_811	null	hypothetical protein	Ga0505481_10802	810	16	1.08044114819948e-09	1	56	3.78154401869816e-09	8
3300055431 assembled Ga0505481_10355_92_700	null	hypothetical protein	Ga0505481_10355	609	391	3.51176637978506e-08	89	0	0	0
3300055431 assembled Ga0505481_14834_130_585	null	hypothetical protein	Ga0505481_14834	456	182	2.18309531342608e-08	48	0	0	0
3300055431 assembled Ga0505481_06443_117_1067	null	RNA recognition motif-containing protein	Ga0505481_06443	951	1049	6.03338616728189e-08	159	0	0	0
3300055431 assembled Ga0505481_13324_2_724	null	hypothetical protein	Ga0505481_13324	723	35	2.64786536578969e-09	3	40	3.02613184661679e-09	9
3300055431 assembled Ga0505481_17554_1_621	null	CBS domain containing-hemolysin-like protein	Ga0505481_17554	621	74	6.51787866576857e-09	16	0	0	0
3300055431 assembled Ga0505481_25143_1_405	null	hypothetical protein	Ga0505481_25143	405	91	1.2290018060769e-08	35	0	0	0
3300055431 assembled Ga0505481_10254_2_775	null	biotin carboxylase	Ga0505481_10254	774	85	6.0068130695683e-09	14	0	0	0
3300055431 assembled Ga0505481_18692_156_260	null	hypothetical protein	Ga0505481_18692	105	28	1.45859555006929e-08	20	0	0	0
3300055431 assembled Ga0505481_00125_2931_3278	null	hypothetical protein	Ga0505481_00125	348	118	1.85467968651052e-08	44	104	1.63463294404317e-08	17
3300055431 assembled Ga0505481_01006_2100_2207	null	hypothetical protein	Ga0505481_01006	108	26	1.31678764936811e-08	20	0	0	0
3300055431 assembled Ga0505481_00569_1792_1935	null	hypothetical protein	Ga0505481_00569	144	183	6.95111941829897e-08	109	0	0	0
3300055431 assembled Ga0505481_22866_186_536	null	phosphomannomutase	Ga0505481_22866	351	141	2.19724329657874e-08	50	0	0	0
3300055431 assembled Ga0505481_01854_98_1741	null	hypothetical protein	Ga0505481_01854	1644	2679	8.91326979615792e-08	162	0	0	0
3300055431 assembled Ga0505481_06273_78_1079	null	hypothetical protein	Ga0505481_06273	1002	222	1.21185708127014e-08	28	0	0	0
3300055431 assembled Ga0505481_07608_676_906	null	hypothetical protein	Ga0505481_07608	231	15	3.55177487841548e-09	4	0	0	0
3300055431 assembled Ga0505481_03643_12_1373	null	ATP-binding cassette subfamily F protein uup	Ga0505481_03643	1362	508	2.04010611077974e-08	24	82	3.29308466700666e-09	3
3300055431 assembled Ga0505481_13306_1_618	null	ubiquinone/menaquinone biosynthesis C-methylase UbiE	Ga0505481_13306	618	58	5.13340666893319e-09	12	0	0	0
3300055431 assembled Ga0505481_25094_3_455	null	hypothetical protein	Ga0505481_25094	453	50	6.03723323704177e-09	18	0	0	0
3300055431 assembled Ga0505481_07983_332_868	null	ubiquitin-conjugating enzyme E2 D/E	Ga0505481_07983	537	677	6.89573454886111e-08	153	0	0	0
3300055431 assembled Ga0505481_07976_87_938	null	hypothetical protein	Ga0505481_07976	852	136	8.731029701119e-09	22	0	0	0
3300055431 assembled Ga0505481_01679_112_1644	null	hypothetical protein	Ga0505481_01679	1533	1274	4.54562311836663e-08	104	140	4.99519023996333e-09	5
3300055431 assembled Ga0505481_09905_6_818	null	exocyst complex protein 7	Ga0505481_09905	813	254	1.70887117028413e-08	34	0	0	0
3300055431 assembled Ga0505481_20305_435_572	null	hypothetical protein	Ga0505481_20305	138	17	6.73807726934184e-09	10	0	0	0
3300055431 assembled Ga0505481_13988_104_706	null	hypothetical protein	Ga0505481_13988	603	72	6.53102485105653e-09	14	33	2.99338639006758e-09	4
3300055431 assembled Ga0505481_04726_46_1185	null	large subunit ribosomal protein L3	Ga0505481_04726	1140	1466	7.03388511974204e-08	194	0	0	0
3300055431 assembled Ga0505481_20492_394_570	null	hypothetical protein	Ga0505481_20492	177	14	4.32634273325637e-09	4	0	0	0
3300055431 assembled Ga0505481_08527_20_844	null	NAD(P)-dependent dehydrogenase (short-subunit alcohol dehydrogenase family)	Ga0505481_08527	825	534	3.54040919880455e-08	87	0	0	0
3300055431 assembled Ga0505481_01810_563_1645	null	hypothetical protein	Ga0505481_01810	1083	185	9.34349642530536e-09	21	0	0	0
3300055431 assembled Ga0505481_13739_2_685	null	hypothetical protein	Ga0505481_13739	684	135	1.07955262751839e-08	27	0	0	0
3300055431 assembled Ga0505481_02840_1193_1522	null	hypothetical protein	Ga0505481_02840	330	113	1.87296928588443e-08	29	0	0	0
3300055431 assembled Ga0505481_20252_1_447	null	NAD-dependent SIR2 family protein deacetylase	Ga0505481_20252	447	36	4.40515434584685e-09	11	0	0	0
3300055431 assembled Ga0505481_12398_2_361	null	F-type H+-transporting ATPase subunit alpha	Ga0505481_12398	360	117	1.77766332664695e-08	47	0	0	0
3300055431 assembled Ga0505481_14069_31_621	null	ribosomal protein L12E/L44/L45/RPP1/RPP2	Ga0505481_14069	591	216	1.9990903478107e-08	50	0	0	0
3300055431 assembled Ga0505481_17764_2_592	null	ribosomal protein L11 methylase PrmA	Ga0505481_17764	591	56	5.18282682765738e-09	11	0	0	0
3300055431 assembled Ga0505481_25792_420_503	null	hypothetical protein	Ga0505481_25792	84	8	5.20926982167604e-09	8	0	0	0
3300055431 assembled Ga0505481_25044_202_513	null	hypothetical protein	Ga0505481_25044	312	124	2.17386836789173e-08	26	0	0	0
3300055431 assembled Ga0505481_25175_67_510	null	hypothetical protein	Ga0505481_25175	444	52	6.40599396989892e-09	11	0	0	0
3300055431 assembled Ga0505481_15678_67_600	null	cyclophilin family peptidyl-prolyl cis-trans isomerase	Ga0505481_15678	534	146	1.49547015667217e-08	31	0	0	0
3300055431 assembled Ga0505481_02892_1193_1510	null	hypothetical protein	Ga0505481_02892	318	40	6.88016768900609e-09	15	0	0	0
3300055431 assembled Ga0505481_17154_9_623	null	large subunit ribosomal protein L15e	Ga0505481_17154	615	142	1.26293029335268e-08	29	0	0	0
3300055431 assembled Ga0505481_19615_3_377	null	hypothetical protein	Ga0505481_19615	375	86	1.25439217305959e-08	26	0	0	0
3300055431 assembled Ga0505481_00194_59_3415	null	acetoin utilization deacetylase AcuC-like enzyme/ankyrin repeat protein	Ga0505481_00194	3357	4568	7.44287809731515e-08	81	40	6.51740638994321e-10	0
3300055431 assembled Ga0505481_11374_1_666	null	GTP-binding protein LepA	Ga0505481_11374	666	149	1.22370910450633e-08	24	2	1.64256255638434e-10	0
3300055431 assembled Ga0505481_16955_162_632	null	hypothetical protein	Ga0505481_16955	471	68	7.89685488891018e-09	14	0	0	0
3300055431 assembled Ga0505481_01451_92_1753	null	hypothetical protein	Ga0505481_01451	1662	7798	2.56636464337553e-07	403	0	0	0
3300055431 assembled Ga0505481_11491_3_785	null	hypothetical protein	Ga0505481_11491	783	100	6.98561087197937e-09	17	0	0	0
3300055431 assembled Ga0505481_12583_3_311	null	hypothetical protein	Ga0505481_12583	309	55	9.73577126866639e-09	14	0	0	0
3300055431 assembled Ga0505481_03187_51_1265	null	protein-tyrosine phosphatase	Ga0505481_03187	1215	205	9.22876814087052e-09	20	0	0	0
3300055431 assembled Ga0505481_10964_171_797	null	hypothetical protein	Ga0505481_10964	627	6055	5.28217467444352e-07	1064	0	0	0
3300055431 assembled Ga0505481_03973_163_1017	null	uncharacterized protein YdaU (DUF1376 family)	Ga0505481_03973	855	1568	1.00310430811783e-07	223	0	0	0
3300055431 assembled Ga0505481_15083_3_677	null	1,4-alpha-glucan branching enzyme	Ga0505481_15083	675	214	1.73410804286016e-08	48	0	0	0
3300055431 assembled Ga0505481_25671_3_470	null	small subunit ribosomal protein S27Ae	Ga0505481_25671	468	134	1.56612022202953e-08	39	0	0	0
3300055431 assembled Ga0505481_07055_22_954	null	hypothetical protein	Ga0505481_07055	933	489	2.86677340829535e-08	59	0	0	0
